stage	q_idx	s_idx	ctx_idx	s_f_idx	q_frame	s_frame	q_aa_start	q_aa_end	s_aa_start	s_aa_end	q_seed_off	s_seed_off	raw_score	e_value	e_value_bits	hsp_list_order	ordering_method	linked_set	start_of_chain	link_id	chain_next_link_id
after_reevaluate	0	0	5	5	-3	-3	56453	56485	116177	116209	56482	116206	53	inf	0x7ff0000000000000	6022	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	45949	45983	116180	116214	45976	116207	53	inf	0x7ff0000000000000	6024	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	46017	46051	116180	116214	46044	116207	53	inf	0x7ff0000000000000	6023	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	91096	91129	116231	116264	91125	116260	53	inf	0x7ff0000000000000	6033	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	2430	2459	116252	116281	2441	116263	53	inf	0x7ff0000000000000	5890	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	14534	14557	116252	116275	14552	116270	53	inf	0x7ff0000000000000	5974	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	116261	116277	4686	116272	53	inf	0x7ff0000000000000	6444	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	76112	76137	116262	116287	76121	116271	53	inf	0x7ff0000000000000	6439	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	93269	93284	116262	116277	93277	116270	53	inf	0x7ff0000000000000	6136	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4690	116262	116275	4682	116267	53	inf	0x7ff0000000000000	5938	0	0	0	0	NA
after_reevaluate	0	0	2	3	3	-1	14545	14565	116263	116283	14556	116274	53	inf	0x7ff0000000000000	6466	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4690	116263	116276	4682	116268	53	inf	0x7ff0000000000000	6117	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	94780	94801	117118	117139	94797	117135	53	inf	0x7ff0000000000000	6107	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	1658	1678	117118	117138	1672	117132	53	inf	0x7ff0000000000000	6058	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	14545	14561	117124	117140	14552	117131	53	inf	0x7ff0000000000000	6538	0	0	0	0	NA
after_reevaluate	0	0	2	4	3	-2	14538	14560	117125	117147	14555	117142	53	inf	0x7ff0000000000000	6199	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	14538	14560	117125	117147	14552	117139	53	inf	0x7ff0000000000000	6316	0	0	0	0	NA
after_reevaluate	0	0	2	3	3	-1	14545	14560	117125	117140	14555	117135	53	inf	0x7ff0000000000000	6585	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	3483	3509	117126	117152	3495	117138	53	inf	0x7ff0000000000000	6149	0	0	0	0	NA
after_reevaluate	0	0	2	4	3	-2	2434	2457	117126	117149	2447	117139	53	inf	0x7ff0000000000000	6161	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	14538	14561	117127	117150	14553	117142	53	inf	0x7ff0000000000000	6356	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	50010	50040	117128	117158	50022	117140	53	inf	0x7ff0000000000000	6339	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	4675	4691	117129	117145	4686	117140	53	inf	0x7ff0000000000000	6326	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4690	117131	117144	4682	117136	53	inf	0x7ff0000000000000	6600	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4690	117132	117145	4682	117137	53	inf	0x7ff0000000000000	6129	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	17340	17377	118628	118665	17374	118662	53	inf	0x7ff0000000000000	6277	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	17442	17457	118863	118878	17446	118867	53	inf	0x7ff0000000000000	6521	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	17442	17453	118866	118877	17446	118870	53	inf	0x7ff0000000000000	7164	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	17442	17453	118868	118879	17446	118872	53	inf	0x7ff0000000000000	7166	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	67363	67396	118975	119008	67393	119005	53	inf	0x7ff0000000000000	7174	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17442	17463	119713	119734	17446	119717	53	inf	0x7ff0000000000000	6786	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	33934	33954	1562	1582	33945	1573	52	inf	0x7ff0000000000000	78	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	34735	34755	1562	1582	34746	1573	52	inf	0x7ff0000000000000	81	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	34789	34827	1613	1651	34820	1644	52	inf	0x7ff0000000000000	86	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	35583	35621	1613	1651	35614	1644	52	inf	0x7ff0000000000000	91	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	82639	82654	1904	1919	82648	1913	52	inf	0x7ff0000000000000	76	0	0	0	0	NA
after_reevaluate	0	0	4	4	-2	-2	56105	56120	1997	2012	56114	2006	52	inf	0x7ff0000000000000	53	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	30990	31016	2413	2439	31001	2424	52	inf	0x7ff0000000000000	112	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	52733	52755	2696	2718	52737	2700	52	inf	0x7ff0000000000000	64	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4679	4691	2732	2744	4686	2739	52	inf	0x7ff0000000000000	151	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	93244	93272	2734	2762	93256	2746	52	inf	0x7ff0000000000000	217	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	29935	29954	2735	2754	29942	2742	52	inf	0x7ff0000000000000	183	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	81466	81478	2735	2747	81469	2738	52	inf	0x7ff0000000000000	154	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	2440	2464	2736	2760	2454	2750	52	inf	0x7ff0000000000000	278	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4677	4691	2738	2752	4686	2747	52	inf	0x7ff0000000000000	224	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	33934	33954	3286	3306	33945	3297	52	inf	0x7ff0000000000000	394	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	34735	34755	3286	3306	34746	3297	52	inf	0x7ff0000000000000	396	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	12443	12471	3598	3626	12460	3615	52	inf	0x7ff0000000000000	375	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	88172	88201	3601	3630	88182	3611	52	inf	0x7ff0000000000000	439	0	0	0	0	NA
after_reevaluate	0	0	2	2	3	3	2426	2465	3604	3643	2440	3618	52	inf	0x7ff0000000000000	447	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4678	4691	3605	3618	4682	3609	52	inf	0x7ff0000000000000	345	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4679	4691	3605	3617	4686	3612	52	inf	0x7ff0000000000000	333	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	14538	14562	3606	3630	14552	3620	52	inf	0x7ff0000000000000	540	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	14545	14560	3606	3621	14555	3616	52	inf	0x7ff0000000000000	488	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	65373	65409	3607	3643	65383	3617	52	inf	0x7ff0000000000000	507	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	39396	39430	3607	3641	39404	3615	52	inf	0x7ff0000000000000	411	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4677	4691	3607	3621	4686	3616	52	inf	0x7ff0000000000000	379	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	30384	30410	3610	3636	30388	3614	52	inf	0x7ff0000000000000	362	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	14544	14561	3610	3627	14552	3618	52	inf	0x7ff0000000000000	516	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	3610	3626	4686	3621	52	inf	0x7ff0000000000000	545	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	51846	51862	3617	3633	51849	3620	52	inf	0x7ff0000000000000	482	0	0	0	0	NA
after_reevaluate	0	0	4	1	-2	2	6415	6434	3760	3779	6423	3768	52	inf	0x7ff0000000000000	508	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	36747	36771	4202	4226	36761	4216	52	inf	0x7ff0000000000000	513	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	35207	35247	5488	5528	35243	5524	52	inf	0x7ff0000000000000	227	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	21793	21819	5499	5525	21808	5514	52	inf	0x7ff0000000000000	140	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	3489	3519	5501	5531	3502	5514	52	inf	0x7ff0000000000000	141	0	0	0	0	NA
after_reevaluate	0	0	2	3	3	-1	26632	26657	5503	5528	26649	5520	52	inf	0x7ff0000000000000	182	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	3481	3506	5504	5529	3500	5523	52	inf	0x7ff0000000000000	204	0	0	0	0	NA
after_reevaluate	0	0	0	5	1	-3	2437	2459	5508	5530	2441	5512	52	inf	0x7ff0000000000000	136	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	45664	45679	5511	5526	45672	5519	52	inf	0x7ff0000000000000	179	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4677	4691	5515	5529	4686	5524	52	inf	0x7ff0000000000000	220	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	92441	92470	6698	6727	92467	6724	52	inf	0x7ff0000000000000	622	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	41584	41610	8119	8145	41591	8126	52	inf	0x7ff0000000000000	291	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	65043	65077	8371	8405	65074	8402	52	inf	0x7ff0000000000000	646	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	57647	57679	8392	8424	57663	8408	52	inf	0x7ff0000000000000	570	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	5204	5219	8424	8439	5214	8434	52	inf	0x7ff0000000000000	318	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	88178	88198	8425	8445	88182	8429	52	inf	0x7ff0000000000000	305	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	36730	36802	8507	8579	36769	8546	52	inf	0x7ff0000000000000	326	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	2383	2403	9417	9437	2395	9429	52	inf	0x7ff0000000000000	344	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	34268	34297	9445	9474	34294	9471	52	inf	0x7ff0000000000000	672	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	89870	89891	12413	12434	89873	12416	52	inf	0x7ff0000000000000	712	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	16158	16198	13131	13171	16194	13167	52	inf	0x7ff0000000000000	637	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	11064	11081	13179	13196	11073	13188	52	inf	0x7ff0000000000000	739	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	93245	93283	13181	13219	93280	13216	52	inf	0x7ff0000000000000	815	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	21774	21819	13188	13233	21808	13222	52	inf	0x7ff0000000000000	909	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	81114	81143	13204	13233	81135	13225	52	inf	0x7ff0000000000000	956	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	93241	93283	13205	13247	93269	13233	52	inf	0x7ff0000000000000	1071	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	3486	3522	13205	13241	3500	13219	52	inf	0x7ff0000000000000	853	0	0	0	0	NA
after_reevaluate	0	0	0	2	1	3	2423	2454	13205	13236	2441	13223	52	inf	0x7ff0000000000000	881	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	14546	14574	13206	13234	14552	13212	52	inf	0x7ff0000000000000	721	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	93256	93283	13206	13233	93269	13219	52	inf	0x7ff0000000000000	829	0	0	0	0	NA
after_reevaluate	0	0	2	2	3	3	67355	67398	13207	13250	67392	13244	52	inf	0x7ff0000000000000	1085	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	93251	93281	13207	13237	93269	13225	52	inf	0x7ff0000000000000	943	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	93253	93283	13207	13237	93269	13223	52	inf	0x7ff0000000000000	938	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14546	14574	13207	13235	14552	13213	52	inf	0x7ff0000000000000	666	0	0	0	0	NA
after_reevaluate	0	0	4	1	-2	2	93256	93283	13207	13234	93269	13220	52	inf	0x7ff0000000000000	771	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	2441	2465	13207	13231	2454	13220	52	inf	0x7ff0000000000000	871	0	0	0	0	NA
after_reevaluate	0	0	0	2	1	3	2435	2458	13207	13230	2441	13213	52	inf	0x7ff0000000000000	724	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	2445	2465	13207	13227	2454	13216	52	inf	0x7ff0000000000000	802	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	2435	2458	13208	13231	2441	13214	52	inf	0x7ff0000000000000	669	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4677	4691	13208	13222	4686	13217	52	inf	0x7ff0000000000000	818	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	2424	2456	13210	13242	2441	13227	52	inf	0x7ff0000000000000	989	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14538	14557	13215	13234	14552	13229	52	inf	0x7ff0000000000000	914	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14538	14557	13217	13236	14552	13231	52	inf	0x7ff0000000000000	948	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	29938	29959	13219	13240	29942	13223	52	inf	0x7ff0000000000000	893	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4690	13224	13237	4682	13229	52	inf	0x7ff0000000000000	996	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	61312	61335	13258	13281	61322	13268	52	inf	0x7ff0000000000000	1144	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	78599	78652	13977	14030	78629	14007	52	inf	0x7ff0000000000000	389	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	2433	2463	14315	14345	2447	14329	52	inf	0x7ff0000000000000	1260	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	45661	45679	14315	14333	45672	14326	52	inf	0x7ff0000000000000	1168	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	3488	3517	14318	14347	3500	14330	52	inf	0x7ff0000000000000	1083	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	14318	14334	4686	14329	52	inf	0x7ff0000000000000	1200	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4678	4691	14318	14331	4682	14322	52	inf	0x7ff0000000000000	1015	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	2440	2470	14319	14349	2447	14326	52	inf	0x7ff0000000000000	1046	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	14538	14558	14319	14339	14555	14336	52	inf	0x7ff0000000000000	1300	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	29938	29955	14319	14336	29942	14323	52	inf	0x7ff0000000000000	1186	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	43831	43856	14324	14349	43839	14332	52	inf	0x7ff0000000000000	1297	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4692	14325	14340	4682	14330	52	inf	0x7ff0000000000000	1085	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	78599	78652	14826	14879	78629	14856	52	inf	0x7ff0000000000000	405	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	57729	57750	16491	16512	57731	16493	52	inf	0x7ff0000000000000	448	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	46614	46648	19864	19898	46638	19888	52	inf	0x7ff0000000000000	513	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	55305	55320	19949	19964	55307	19951	52	inf	0x7ff0000000000000	510	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	45667	45681	21058	21072	45673	21064	52	inf	0x7ff0000000000000	548	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	89684	89727	21883	21926	89708	21907	52	inf	0x7ff0000000000000	567	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	57729	57739	23830	23840	57731	23832	52	inf	0x7ff0000000000000	1359	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	17447	17459	24047	24059	17453	24053	52	inf	0x7ff0000000000000	743	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	90144	90176	24300	24332	90171	24327	52	inf	0x7ff0000000000000	670	0	0	0	0	NA
after_reevaluate	0	0	4	4	-2	-2	90144	90176	24619	24651	90171	24646	52	inf	0x7ff0000000000000	680	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	90144	90176	24778	24810	90171	24805	52	inf	0x7ff0000000000000	691	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	29916	29934	25155	25173	29925	25164	52	inf	0x7ff0000000000000	1386	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	74147	74163	25328	25344	74159	25340	52	inf	0x7ff0000000000000	1283	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	11665	11681	25600	25616	11676	25611	52	inf	0x7ff0000000000000	1454	0	0	0	0	NA
after_reevaluate	0	0	4	4	-2	-2	90144	90176	27227	27259	90171	27254	52	inf	0x7ff0000000000000	745	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	38431	38454	28087	28110	38447	28103	52	inf	0x7ff0000000000000	774	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	84637	84654	28246	28263	84647	28256	52	inf	0x7ff0000000000000	780	0	0	0	0	NA
after_reevaluate	0	0	4	1	-2	2	85890	85908	28275	28293	85896	28281	52	inf	0x7ff0000000000000	1358	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	19757	19777	28760	28780	19772	28775	52	inf	0x7ff0000000000000	1527	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	876	903	28794	28821	900	28818	52	inf	0x7ff0000000000000	927	0	0	0	0	NA
after_reevaluate	0	0	0	3	1	-1	2420	2454	28796	28830	2441	28817	52	inf	0x7ff0000000000000	992	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	3488	3517	28803	28832	3500	28815	52	inf	0x7ff0000000000000	966	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4677	4691	28803	28817	4686	28812	52	inf	0x7ff0000000000000	833	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4678	4691	28803	28816	4682	28807	52	inf	0x7ff0000000000000	860	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	2435	2458	28804	28827	2441	28810	52	inf	0x7ff0000000000000	805	0	0	0	0	NA
after_reevaluate	0	0	0	3	1	-1	2435	2458	28805	28828	2441	28811	52	inf	0x7ff0000000000000	907	0	0	0	0	NA
after_reevaluate	0	0	0	3	1	-1	2433	2457	28807	28831	2441	28815	52	inf	0x7ff0000000000000	962	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	14538	14557	28810	28829	14552	28824	52	inf	0x7ff0000000000000	1116	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	14538	14557	28810	28829	14552	28824	52	inf	0x7ff0000000000000	1090	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	14538	14557	28811	28830	14552	28825	52	inf	0x7ff0000000000000	1059	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	14538	14557	28812	28831	14552	28826	52	inf	0x7ff0000000000000	1141	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	14538	14557	28812	28831	14552	28826	52	inf	0x7ff0000000000000	1116	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	81527	81552	28819	28844	81548	28840	52	inf	0x7ff0000000000000	1169	0	0	0	0	NA
after_reevaluate	0	0	0	3	1	-1	80146	80165	29018	29037	80159	29031	52	inf	0x7ff0000000000000	1228	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4042	4062	29022	29042	4055	29035	52	inf	0x7ff0000000000000	1259	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	17329	17346	29293	29310	17343	29307	52	inf	0x7ff0000000000000	1162	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	81116	81139	29576	29599	81135	29595	52	inf	0x7ff0000000000000	1531	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4677	4691	29577	29591	4686	29586	52	inf	0x7ff0000000000000	1506	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	2440	2459	29580	29599	2454	29594	52	inf	0x7ff0000000000000	1517	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	14538	14557	29581	29600	14552	29595	52	inf	0x7ff0000000000000	1614	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	14538	14563	29583	29608	14552	29597	52	inf	0x7ff0000000000000	1634	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	29938	29955	29586	29603	29942	29590	52	inf	0x7ff0000000000000	1602	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	90158	90174	29603	29619	90164	29609	52	inf	0x7ff0000000000000	1680	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	81107	81145	30175	30213	81135	30203	52	inf	0x7ff0000000000000	1948	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4677	4691	30179	30193	4686	30188	52	inf	0x7ff0000000000000	1624	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	2435	2458	30180	30203	2441	30186	52	inf	0x7ff0000000000000	1596	0	0	0	0	NA
after_reevaluate	0	0	2	0	3	1	2427	2455	30181	30209	2447	30201	52	inf	0x7ff0000000000000	1949	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	2435	2458	30181	30204	2441	30187	52	inf	0x7ff0000000000000	1724	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	44002	44032	30187	30217	44011	30196	52	inf	0x7ff0000000000000	1761	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14538	14557	30187	30206	14552	30201	52	inf	0x7ff0000000000000	1851	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14538	14557	30189	30208	14552	30203	52	inf	0x7ff0000000000000	1884	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14538	14563	30191	30216	14552	30205	52	inf	0x7ff0000000000000	1910	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	29938	29955	30193	30210	29942	30197	52	inf	0x7ff0000000000000	1862	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	90158	90174	30210	30226	90164	30216	52	inf	0x7ff0000000000000	1976	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	43817	43845	30605	30633	43839	30627	52	inf	0x7ff0000000000000	1420	0	0	0	0	NA
after_reevaluate	0	0	0	5	1	-3	868	915	30606	30653	900	30638	52	inf	0x7ff0000000000000	1543	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	12425	12470	30606	30651	12460	30641	52	inf	0x7ff0000000000000	1710	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	67370	67407	30609	30646	67392	30631	52	inf	0x7ff0000000000000	1410	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	3490	3522	30610	30642	3500	30620	52	inf	0x7ff0000000000000	1319	0	0	0	0	NA
after_reevaluate	0	0	2	3	3	-1	2441	2465	30610	30634	2454	30623	52	inf	0x7ff0000000000000	1353	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	81113	81143	30612	30642	81135	30634	52	inf	0x7ff0000000000000	1463	0	0	0	0	NA
after_reevaluate	0	0	0	3	1	-1	26536	26565	30613	30642	26562	30639	52	inf	0x7ff0000000000000	1663	0	0	0	0	NA
after_reevaluate	0	0	0	5	1	-3	82294	82337	30615	30658	82331	30652	52	inf	0x7ff0000000000000	1779	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	2425	2454	30615	30644	2441	30631	52	inf	0x7ff0000000000000	1325	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	14546	14574	30615	30643	14552	30621	52	inf	0x7ff0000000000000	1242	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	94132	94173	30616	30657	94168	30652	52	inf	0x7ff0000000000000	1700	0	0	0	0	NA
after_reevaluate	0	0	0	5	1	-3	2435	2458	30616	30639	2441	30622	52	inf	0x7ff0000000000000	1246	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4677	4691	30616	30630	4686	30625	52	inf	0x7ff0000000000000	1221	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4678	4691	30616	30629	4682	30620	52	inf	0x7ff0000000000000	1323	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	94132	94173	30617	30658	94168	30653	52	inf	0x7ff0000000000000	1900	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	73867	73899	30617	30649	73892	30642	52	inf	0x7ff0000000000000	1612	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	73168	73221	30618	30671	73196	30646	52	inf	0x7ff0000000000000	1597	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	73168	73221	30619	30672	73196	30647	52	inf	0x7ff0000000000000	1782	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	46361	46397	30619	30655	46367	30625	52	inf	0x7ff0000000000000	1222	0	0	0	0	NA
after_reevaluate	0	0	4	5	-2	-3	42588	42630	30620	30662	42603	30635	52	inf	0x7ff0000000000000	1498	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	43810	43845	30621	30656	43833	30644	52	inf	0x7ff0000000000000	1627	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	94489	94516	30621	30648	94512	30644	52	inf	0x7ff0000000000000	1571	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	50849	50875	30622	30648	50872	30645	52	inf	0x7ff0000000000000	1752	0	0	0	0	NA
after_reevaluate	0	0	4	4	-2	-2	42588	42630	30623	30665	42603	30638	52	inf	0x7ff0000000000000	1490	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	30360	30401	30623	30664	30388	30651	52	inf	0x7ff0000000000000	1764	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	20640	20680	30623	30663	20657	30640	52	inf	0x7ff0000000000000	1694	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	50849	50875	30623	30649	50872	30646	52	inf	0x7ff0000000000000	1596	0	0	0	0	NA
after_reevaluate	0	0	2	4	3	-2	30360	30401	30624	30665	30388	30652	52	inf	0x7ff0000000000000	1716	0	0	0	0	NA
after_reevaluate	0	0	4	3	-2	-1	65353	65401	30625	30673	65383	30655	52	inf	0x7ff0000000000000	1953	0	0	0	0	NA
